species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Cupressus chengiana,evergreen,no,leaves,10,51.6,1.3,39.0,0.16,,,,,,,,,,,16.7,20.2
Campylotropis macrocarpa,deciduous,yes,leaves,10,45.2,2.0,23.1,0.13,,,,,,,,,,,18.9,12.9
Quercus baronii,evergreen,no,leaves,10,50.3,1.8,28.9,0.18,,,,,,,,,,,32.9,7.5
Abies faxoniana,evergreen,no,leaves,10,50.6,1.1,44.4,0.20,,,,,,,,,,,22.1,12.5
Betula albosinensis,evergreen,no,leaves,10,49.7,1.6,31.9,0.10,,,,,,,,,,,36.9,13.6
