species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Combretum imberbe, deciduous, no, green leaves, 5
Eucalyptus camaldulensis, evergreen, no, green leaves, 5
