species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, lignin, cellulose, hemicellulose, cell solubles, SLA
Juniperus occidentalis, evergreen, no, leaves, 25, 51.75, 0.45, 115,,,,,,,,,,,,,,, 
