species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Hordeum vulgare1, graminoid, no, aboveground parts, 4, 43.7, 0.72, 60.7, 0.43,,,,,,,,,,, 4.36, 33.9,, 48.6
Hordeum vulgare2, graminoid, no, aboveground parts, 4, 44.94, 0.84, 53.5, 0.28,,,,,,,,,,, 3.94, 30.2,, 52.2
