species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Albizia gummifera, deciduous, yes, green leaves, 40, 46.75, 3.8, 12.3, 0.2, 1.53,,,,,,,,,, 26.45, 17.15
Cordia africana, deciduous, no, green leaves, 40, 43.22, 2.54, 17.02, 0.31, 3.68,,,,,,,,,, 25.1, 28.1
