species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
mixture1, , , leaves, 3, 45.7, 1.3, 35.7, 0.06,,,,,,,,,,, 9.2, 33.8, 22.8
mixture2, , , leaves, 3, 46, 0.9, 50.8, 0.05,,,,,,,,,,, 6.9, 37.5, 27.7
mixture3, , , leaves, 3, 46.7, 1, 49.5, 0.06,,,,,,,,,,, 8.2, 39.1, 27.3
Muhlenbergia peruviana, graminoid, no, leaves, 3,,,,,,,,,,,,,,, 4.7
Poa stuckertii, graminoid, no, leaves, 3,,,,,,,,,,,,,,, 7.7
