species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Cajanus cajan, evergreen, yes, aboveground parts, 10, 45.0, 2.45, 18.37, 0.21, 1.7,, 0.15,,,,, 1.03
Phaseolus vulgaris, forb, yes, aboveground parts, 10, 39.8, 1.38, 28.84, 0.18, 2.13,, 0.25,,,,, 2.35
