species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Artemisia ordosica1, deciduous, no, leaves, 1, 42.73, 1.42, 30.41
Artemisia ordosica2, deciduous, no, stems, 2, 43.96, 1.09, 41.41
