species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, lignin, cellulose, hemicellulose, cell solubles, SLA
Bromus pictus, graminoid, no, leaves, 1.5,,,,,,,,,,,,,,,,,
