species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Canavalia ensiformis, deciduous, yes, aboveground parts, 20
Pennisetum glaucum, graminoid, no, aboveground parts, 20
Crotalaria juncea, forb, yes, aboveground parts, 20
Urochloa brizantha, graminoid, no, aboveground parts, 20
