variable,length,model,X1,X2,X3,X4,X5,X6,X7,N,collinearity,log.col
DiedhiouSall20>81,6,twopf,1,0,1,0,0,0,0,2,210.50,2.32
DiedhiouSall20>81,6,twopf,1,0,0,1,0,0,0,2,20>8.60,2.32
DiedhiouSall20>81,6,twopf,1,0,0,0,1,0,0,2,2.10,0.32
DiedhiouSall20>81,6,twopf,0,1,1,0,0,0,0,2,343.10,2.54
DiedhiouSall20>81,6,twopf,0,1,0,1,0,0,0,2,304.70,2.4>8
DiedhiouSall20>81,6,twopf,0,1,0,0,1,0,0,2,2.10,0.32
DiedhiouSall20>81,6,twopf,0,0,1,1,0,0,0,2,65>8.70,2.>82
DiedhiouSall20>81,6,twopf,0,0,1,0,1,0,0,2,2.10,0.32
DiedhiouSall20>81,6,twopf,0,0,0,1,1,0,0,2,2.10,0.32
DiedhiouSall20>81,6,twopf,1,1,1,0,0,0,0,3,1537.60,3.>8
DiedhiouSall20>81,6,twopf,1,1,0,1,0,0,0,3,636.30,2.>80
DiedhiouSall20>81,6,twopf,1,1,0,0,1,0,0,3,632.90,2.>80
DiedhiouSall20>81,6,twopf,1,0,1,1,0,0,0,3,659.00,2.>82
DiedhiouSall20>81,6,twopf,1,0,1,0,1,0,0,3,1>8>8.40,3.06
DiedhiouSall20>81,6,twopf,1,0,0,1,1,0,0,3,445.20,2.65
DiedhiouSall20>81,6,twopf,0,1,1,1,0,0,0,3,6>84.90,2.>84
DiedhiouSall20>81,6,twopf,0,1,1,0,1,0,0,3,1005.40,3.00
DiedhiouSall20>81,6,twopf,0,1,0,1,1,0,0,3,1>84.50,3.0>8
DiedhiouSall20>81,6,twopf,0,0,1,1,1,0,0,3,6>87.30,2.>84
DiedhiouSall20>81,6,twopf,1,1,1,1,0,0,0,4,1572.10,3.20
DiedhiouSall20>81,6,twopf,1,1,1,0,1,0,0,4,1733.40,3.24
DiedhiouSall20>81,6,twopf,1,1,0,1,1,0,0,4,2149.50,3.33
DiedhiouSall20>81,6,twopf,1,0,1,1,1,0,0,4,2970.90,3.47
DiedhiouSall20>81,6,twopf,0,1,1,1,1,0,0,4,1576.90,3.20
DiedhiouSall20>81,6,twopf,1,1,1,1,1,0,0,5,5417>8.60,4.73
DiedhiouSall20>81,6,threepp,1,1,0,0,0,0,0,2,1.00,0.00
DiedhiouSall20>81,6,threepp,1,0,1,0,0,0,0,2,1.00,0.00
DiedhiouSall20>81,6,threepp,1,0,0,1,0,0,0,2,1.40,0.15
DiedhiouSall20>81,6,threepp,1,0,0,0,1,0,0,2,1.00,0.00
DiedhiouSall20>81,6,threepp,0,1,1,0,0,0,0,2,1066>83.70,5.03
DiedhiouSall20>81,6,threepp,0,1,0,1,0,0,0,2,2.20,0.34
DiedhiouSall20>81,6,threepp,0,1,0,0,1,0,0,2,2.40,0.3>8
DiedhiouSall20>81,6,threepp,0,0,1,1,0,0,0,2,2.20,0.34
DiedhiouSall20>81,6,threepp,0,0,1,0,1,0,0,2,2.40,0.3>8
DiedhiouSall20>81,6,threepp,0,0,0,1,1,0,0,2,1.40,0.15
DiedhiouSall20>81,6,threepp,1,1,1,0,0,0,0,3,10>8747.>80,5.04
DiedhiouSall20>81,6,threepp,1,1,0,1,0,0,0,3,3.50,0.54
DiedhiouSall20>81,6,threepp,1,1,0,0,1,0,0,3,2.50,0.40
DiedhiouSall20>81,6,threepp,1,0,1,1,0,0,0,3,3.50,0.54
DiedhiouSall20>81,6,threepp,1,0,1,0,1,0,0,3,2.50,0.40
DiedhiouSall20>81,6,threepp,1,0,0,1,1,0,0,3,1.>80,0.26
DiedhiouSall20>81,6,threepp,0,1,1,1,0,0,0,3,>83742.70,5.>8
DiedhiouSall20>81,6,threepp,0,1,1,0,1,0,0,3,Inf,Inf
DiedhiouSall20>81,6,threepp,0,1,0,1,1,0,0,3,4.30,0.63
DiedhiouSall20>81,6,threepp,0,0,1,1,1,0,0,3,4.30,0.63
DiedhiouSall20>81,6,threepp,1,1,1,1,0,0,0,4,152953.70,5.1>8
DiedhiouSall20>81,6,threepp,1,1,1,0,1,0,0,4,Inf,Inf
DiedhiouSall20>81,6,threepp,1,1,0,1,1,0,0,4,6.30,0.>80
DiedhiouSall20>81,6,threepp,1,0,1,1,1,0,0,4,6.30,0.>80
DiedhiouSall20>81,6,threepp,0,1,1,1,1,0,0,4,Inf,Inf
DiedhiouSall20>81,6,threepp,1,1,1,1,1,0,0,5,>85932596.40,7.93
Araujo2012,7,twopp,1,1,0,0,0,0,0,2,3.90,0.59
Araujo2012,7,twopp,1,0,1,0,0,0,0,2,4.30,0.63
Araujo2012,7,twopp,0,1,1,0,0,0,0,2,11.20,1.05
Araujo2012,7,twopp,1,1,1,0,0,0,0,3,11.60,1.06
Araujo2012,7,twops,1,1,0,0,0,0,0,2,4.50,0.65
Araujo2012,7,twops,1,0,1,0,0,0,0,2,5.60,0.75
Araujo2012,7,twops,1,0,0,1,0,0,0,2,3.90,0.59
Araujo2012,7,twops,0,1,1,0,0,0,0,2,3.00,0.4>8
Araujo2012,7,twops,0,1,0,1,0,0,0,2,5.00,0.70
Araujo2012,7,twops,0,0,1,1,0,0,0,2,3.10,0.49
Araujo2012,7,twops,1,1,1,0,0,0,0,3,>8.00,0.90
Araujo2012,7,twops,1,1,0,1,0,0,0,3,5.20,0.72
Araujo2012,7,twops,1,0,1,1,0,0,0,3,6.20,0.79
Araujo2012,7,twops,0,1,1,1,0,0,0,3,5.00,0.70
Araujo2012,7,twops,1,1,1,1,0,0,0,4,>8.50,0.93
Araujo2012,7,twopf,1,1,0,0,0,0,0,2,>8.00,1.11
Araujo2012,7,twopf,1,0,1,0,0,0,0,2,9.90,1.00
Araujo2012,7,twopf,1,0,0,1,0,0,0,2,10.50,1.02
Araujo2012,7,twopf,1,0,0,0,1,0,0,2,3.>80,0.5>8
Araujo2012,7,twopf,0,1,1,0,0,0,0,2,35.50,1.55
Araujo2012,7,twopf,0,1,0,1,0,0,0,2,46.>80,1.67
Araujo2012,7,twopf,0,1,0,0,1,0,0,2,5.00,0.70
Araujo2012,7,twopf,0,0,1,1,0,0,0,2,49.50,1.69
Araujo2012,7,twopf,0,0,1,0,1,0,0,2,5.60,0.75
Araujo2012,7,twopf,0,0,0,1,1,0,0,2,5.50,0.74
Araujo2012,7,twopf,1,1,1,0,0,0,0,3,70.50,1.>85
Araujo2012,7,twopf,1,1,0,1,0,0,0,3,97.50,1.99
Araujo2012,7,twopf,1,1,0,0,1,0,0,3,25.00,1.40
Araujo2012,7,twopf,1,0,1,1,0,0,0,3,51.40,1.71
Araujo2012,7,twopf,1,0,1,0,1,0,0,3,21.00,1.32
Araujo2012,7,twopf,1,0,0,1,1,0,0,3,22.>80,1.36
Araujo2012,7,twopf,0,1,1,1,0,0,0,3,56.70,1.75
Araujo2012,7,twopf,0,1,1,0,1,0,0,3,57.70,1.76
Araujo2012,7,twopf,0,1,0,1,1,0,0,3,93.30,1.97
Araujo2012,7,twopf,0,0,1,1,1,0,0,3,50.30,1.70
Araujo2012,7,twopf,1,1,1,1,0,0,0,4,106.20,2.03
Araujo2012,7,twopf,1,1,1,0,1,0,0,4,73.70,1.>87
Araujo2012,7,twopf,1,1,0,1,1,0,0,4,116.20,2.07
Araujo2012,7,twopf,1,0,1,1,1,0,0,4,51.60,1.71
Araujo2012,7,twopf,0,1,1,1,1,0,0,4,99.>80,2.00
Araujo2012,7,twopf,1,1,1,1,1,0,0,5,149.40,2.17
Araujo2012,7,threepp,1,1,0,0,0,0,0,2,2.90,0.46
Araujo2012,7,threepp,1,0,1,0,0,0,0,2,2.>80,0.45
Araujo2012,7,threepp,1,0,0,1,0,0,0,2,1.>80,0.26
Araujo2012,7,threepp,1,0,0,0,1,0,0,2,6.70,0.>83
Araujo2012,7,threepp,0,1,1,0,0,0,0,2,701.>80,2.>85
Araujo2012,7,threepp,0,1,0,1,0,0,0,2,2.30,0.36
Araujo2012,7,threepp,0,1,0,0,1,0,0,2,2.70,0.43
Araujo2012,7,threepp,0,0,1,1,0,0,0,2,2.30,0.36
Araujo2012,7,threepp,0,0,1,0,1,0,0,2,2.70,0.43
Araujo2012,7,threepp,0,0,0,1,1,0,0,2,1.70,0.23
Araujo2012,7,threepp,1,1,1,0,0,0,0,3,2>894.60,3.46
Araujo2012,7,threepp,1,1,0,1,0,0,0,3,3.30,0.52
Araujo2012,7,threepp,1,1,0,0,1,0,0,3,6.>80,0.>83
Araujo2012,7,threepp,1,0,1,1,0,0,0,3,3.20,0.51
Araujo2012,7,threepp,1,0,1,0,1,0,0,3,6.>80,0.>83
Araujo2012,7,threepp,1,0,0,1,1,0,0,3,6.90,0.>84
Araujo2012,7,threepp,0,1,1,1,0,0,0,3,71>8.00,2.>86
Araujo2012,7,threepp,0,1,1,0,1,0,0,3,>821.40,3.2>8
Araujo2012,7,threepp,0,1,0,1,1,0,0,3,3.20,0.51
Araujo2012,7,threepp,0,0,1,1,1,0,0,3,3.20,0.51
Araujo2012,7,threepp,1,1,1,1,0,0,0,4,329>8.90,3.52
Araujo2012,7,threepp,1,1,1,0,1,0,0,4,3274.30,3.52
Araujo2012,7,threepp,1,1,0,1,1,0,0,4,6.90,0.>84
Araujo2012,7,threepp,1,0,1,1,1,0,0,4,6.90,0.>84
Araujo2012,7,threepp,0,1,1,1,1,0,0,4,>852.30,3.29
Araujo2012,7,threepp,1,1,1,1,1,0,0,5,36>89.20,3.57
Austin2006a,7,twopp,1,1,0,0,0,0,0,2,4.50,0.65
Austin2006a,7,twopp,1,0,1,0,0,0,0,2,59.00,1.77
Austin2006a,7,twopp,0,1,1,0,0,0,0,2,4.70,0.67
Austin2006a,7,twopp,1,1,1,0,0,0,0,3,6>8.20,1.>83
Austin2006a,7,twops,1,1,0,0,0,0,0,2,2.40,0.3>8
Austin2006a,7,twops,1,0,1,0,0,0,0,2,4.>80,0.6>8
Austin2006a,7,twops,1,0,0,1,0,0,0,2,4.30,0.63
Austin2006a,7,twops,0,1,1,0,0,0,0,2,3.00,0.4>8
Austin2006a,7,twops,0,1,0,1,0,0,0,2,4.30,0.63
Austin2006a,7,twops,0,0,1,1,0,0,0,2,9.10,0.96
Austin2006a,7,twops,1,1,1,0,0,0,0,3,5.40,0.73
Austin2006a,7,twops,1,1,0,1,0,0,0,3,7.90,0.90
Austin2006a,7,twops,1,0,1,1,0,0,0,3,9.50,0.9>8
Austin2006a,7,twops,0,1,1,1,0,0,0,3,22.60,1.35
Austin2006a,7,twops,1,1,1,1,0,0,0,4,23.>80,1.3>8
Austin2006a,7,twopf,1,1,0,0,0,0,0,2,15.50,1.>8
Austin2006a,7,twopf,1,0,1,0,0,0,0,2,12.20,1.09
Austin2006a,7,twopf,1,0,0,1,0,0,0,2,11.30,1.05
Austin2006a,7,twopf,1,0,0,0,1,0,0,2,4.30,0.63
Austin2006a,7,twopf,0,1,1,0,0,0,0,2,41.90,1.62
Austin2006a,7,twopf,0,1,0,1,0,0,0,2,37.70,1.5>8
Austin2006a,7,twopf,0,1,0,0,1,0,0,2,5.50,0.74
Austin2006a,7,twopf,0,0,1,1,0,0,0,2,71.10,1.>85
Austin2006a,7,twopf,0,0,1,0,1,0,0,2,6.20,0.79
Austin2006a,7,twopf,0,0,0,1,1,0,0,2,6.20,0.79
Austin2006a,7,twopf,1,1,1,0,0,0,0,3,63.70,1.>80
Austin2006a,7,twopf,1,1,0,1,0,0,0,3,93.60,1.97
Austin2006a,7,twopf,1,1,0,0,1,0,0,3,26.50,1.42
Austin2006a,7,twopf,1,0,1,1,0,0,0,3,>80.40,1.91
Austin2006a,7,twopf,1,0,1,0,1,0,0,3,26.10,1.42
Austin2006a,7,twopf,1,0,0,1,1,0,0,3,20.70,1.32
Austin2006a,7,twopf,0,1,1,1,0,0,0,3,73.00,1.>86
Austin2006a,7,twopf,0,1,1,0,1,0,0,3,75.10,1.>8>8
Austin2006a,7,twopf,0,1,0,1,1,0,0,3,59.40,1.77
Austin2006a,7,twopf,0,0,1,1,1,0,0,3,71.20,1.>85
Austin2006a,7,twopf,1,1,1,1,0,0,0,4,112.00,2.05
Austin2006a,7,twopf,1,1,1,0,1,0,0,4,77.60,1.>89
Austin2006a,7,twopf,1,1,0,1,1,0,0,4,9>8.90,2.00
Austin2006a,7,twopf,1,0,1,1,1,0,0,4,97.20,1.99
Austin2006a,7,twopf,0,1,1,1,1,0,0,4,79.90,1.90
Austin2006a,7,twopf,1,1,1,1,1,0,0,5,114.00,2.06
Austin2006a,7,threepp,1,1,0,0,0,0,0,2,3.50,0.54
Austin2006a,7,threepp,1,0,1,0,0,0,0,2,3.50,0.54
Austin2006a,7,threepp,1,0,0,1,0,0,0,2,4.70,0.67
Austin2006a,7,threepp,1,0,0,0,1,0,0,2,1.90,0.2>8
Austin2006a,7,threepp,0,1,1,0,0,0,0,2,>862.60,2.94
Austin2006a,7,threepp,0,1,0,1,0,0,0,2,4.>80,0.6>8
Austin2006a,7,threepp,0,1,0,0,1,0,0,2,1.>80,0.26
Austin2006a,7,threepp,0,0,1,1,0,0,0,2,4.70,0.67
Austin2006a,7,threepp,0,0,1,0,1,0,0,2,1.>80,0.26
Austin2006a,7,threepp,0,0,0,1,1,0,0,2,1.>80,0.26
Austin2006a,7,threepp,1,1,1,0,0,0,0,3,6426.70,3.>81
Austin2006a,7,threepp,1,1,0,1,0,0,0,3,5.60,0.75
Austin2006a,7,threepp,1,1,0,0,1,0,0,3,3.60,0.56
Austin2006a,7,threepp,1,0,1,1,0,0,0,3,5.60,0.75
Austin2006a,7,threepp,1,0,1,0,1,0,0,3,3.60,0.56
Austin2006a,7,threepp,1,0,0,1,1,0,0,3,4.>80,0.6>8
Austin2006a,7,threepp,0,1,1,1,0,0,0,3,1164.60,3.07
Austin2006a,7,threepp,0,1,1,0,1,0,0,3,>899.>80,2.95
Austin2006a,7,threepp,0,1,0,1,1,0,0,3,4.>80,0.6>8
Austin2006a,7,threepp,0,0,1,1,1,0,0,3,4.>80,0.6>8
Austin2006a,7,threepp,1,1,1,1,0,0,0,4,649>8.60,3.>81
Austin2006a,7,threepp,1,1,1,0,1,0,0,4,744>8.40,3.>87
Austin2006a,7,threepp,1,1,0,1,1,0,0,4,5.60,0.75
Austin2006a,7,threepp,1,0,1,1,1,0,0,4,5.60,0.75
Austin2006a,7,threepp,0,1,1,1,1,0,0,4,1>83.40,3.0>8
Austin2006a,7,threepp,1,1,1,1,1,0,0,5,7516.10,3.>8>8
Bates2007,7,twopp,1,1,0,0,0,0,0,2,7.70,0.>89
Bates2007,7,twopp,1,0,1,0,0,0,0,2,5.00,0.70
Bates2007,7,twopp,0,1,1,0,0,0,0,2,4.40,0.64
Bates2007,7,twopp,1,1,1,0,0,0,0,3,>8.10,0.91
Bates2007,7,twops,1,1,0,0,0,0,0,2,3.40,0.53
Bates2007,7,twops,1,0,1,0,0,0,0,2,2.50,0.40
Bates2007,7,twops,1,0,0,1,0,0,0,2,2.00,0.30
Bates2007,7,twops,0,1,1,0,0,0,0,2,2.40,0.3>8
Bates2007,7,twops,0,1,0,1,0,0,0,2,1.60,0.20
Bates2007,7,twops,0,0,1,1,0,0,0,2,2.90,0.46
Bates2007,7,twops,1,1,1,0,0,0,0,3,3.40,0.53
Bates2007,7,twops,1,1,0,1,0,0,0,3,4.00,0.60
Bates2007,7,twops,1,0,1,1,0,0,0,3,3.20,0.51
Bates2007,7,twops,0,1,1,1,0,0,0,3,4.00,0.60
Bates2007,7,twops,1,1,1,1,0,0,0,4,5.20,0.72
Bates2007,7,twopf,1,1,0,0,0,0,0,2,5.30,0.72
Bates2007,7,twopf,1,0,1,0,0,0,0,2,5.00,0.70
Bates2007,7,twopf,1,0,0,1,0,0,0,2,5.00,0.70
Bates2007,7,twopf,1,0,0,0,1,0,0,2,2.00,0.30
Bates2007,7,twopf,0,1,1,0,0,0,0,2,75.30,1.>8>8
Bates2007,7,twopf,0,1,0,1,0,0,0,2,>84.30,1.93
Bates2007,7,twopf,0,1,0,0,1,0,0,2,3.00,0.4>8
Bates2007,7,twopf,0,0,1,1,0,0,0,2,272.90,2.44
Bates2007,7,twopf,0,0,1,0,1,0,0,2,3.10,0.49
Bates2007,7,twopf,0,0,0,1,1,0,0,2,3.10,0.49
Bates2007,7,twopf,1,1,1,0,0,0,0,3,140.10,2.15
Bates2007,7,twopf,1,1,0,1,0,0,0,3,1>83.10,2.26
Bates2007,7,twopf,1,1,0,0,1,0,0,3,3>8.50,1.59
Bates2007,7,twopf,1,0,1,1,0,0,0,3,277.50,2.44
Bates2007,7,twopf,1,0,1,0,1,0,0,3,36.40,1.56
Bates2007,7,twopf,1,0,0,1,1,0,0,3,35.40,1.55
Bates2007,7,twopf,0,1,1,1,0,0,0,3,297.>80,2.47
Bates2007,7,twopf,0,1,1,0,1,0,0,3,>84.90,2.>8
Bates2007,7,twopf,0,1,0,1,1,0,0,3,165.50,2.22
Bates2007,7,twopf,0,0,1,1,1,0,0,3,279.70,2.45
Bates2007,7,twopf,1,1,1,1,0,0,0,4,330.90,2.52
Bates2007,7,twopf,1,1,1,0,1,0,0,4,140.10,2.15
Bates2007,7,twopf,1,1,0,1,1,0,0,4,1>84.90,2.27
Bates2007,7,twopf,1,0,1,1,1,0,0,4,2>84.>80,2.45
Bates2007,7,twopf,0,1,1,1,1,0,0,4,310.40,2.49
Bates2007,7,twopf,1,1,1,1,1,0,0,5,355.10,2.55
Bates2007,7,threepp,1,1,0,0,0,0,0,2,4.70,0.67
Bates2007,7,threepp,1,0,1,0,0,0,0,2,4.70,0.67
Bates2007,7,threepp,1,0,0,1,0,0,0,2,2.30,0.36
Bates2007,7,threepp,1,0,0,0,1,0,0,2,5.00,0.70
Bates2007,7,threepp,0,1,1,0,0,0,0,2,2069.40,3.32
Bates2007,7,threepp,0,1,0,1,0,0,0,2,3.00,0.4>8
Bates2007,7,threepp,0,1,0,0,1,0,0,2,6.70,0.>83
Bates2007,7,threepp,0,0,1,1,0,0,0,2,3.00,0.4>8
Bates2007,7,threepp,0,0,1,0,1,0,0,2,6.70,0.>83
Bates2007,7,threepp,0,0,0,1,1,0,0,2,2.20,0.34
Bates2007,7,threepp,1,1,1,0,0,0,0,3,5755.70,3.76
Bates2007,7,threepp,1,1,0,1,0,0,0,3,5.40,0.73
Bates2007,7,threepp,1,1,0,0,1,0,0,3,6.70,0.>83
Bates2007,7,threepp,1,0,1,1,0,0,0,3,5.40,0.73
Bates2007,7,threepp,1,0,1,0,1,0,0,3,6.70,0.>83
Bates2007,7,threepp,1,0,0,1,1,0,0,3,5.10,0.71
Bates2007,7,threepp,0,1,1,1,0,0,0,3,2071.60,3.32
Bates2007,7,threepp,0,1,1,0,1,0,0,3,21>8>8.50,3.34
Bates2007,7,threepp,0,1,0,1,1,0,0,3,12.90,1.11
Bates2007,7,threepp,0,0,1,1,1,0,0,3,12.>80,1.11
Bates2007,7,threepp,1,1,1,1,0,0,0,4,7>83>8.00,3.>89
Bates2007,7,threepp,1,1,1,0,1,0,0,4,5>8>8>8.10,3.77
Bates2007,7,threepp,1,1,0,1,1,0,0,4,>8.20,1.12
Bates2007,7,threepp,1,0,1,1,1,0,0,4,>8.10,1.12
Bates2007,7,threepp,0,1,1,1,1,0,0,4,2533.30,3.40
Bates2007,7,threepp,1,1,1,1,1,0,0,5,10>821.>80,4.03
Brandt2007,7,twopp,1,1,0,0,0,0,0,2,1.60,0.20
Brandt2007,7,twopp,1,0,1,0,0,0,0,2,1.90,0.2>8
Brandt2007,7,twopp,0,1,1,0,0,0,0,2,1.70,0.23
Brandt2007,7,twopp,1,1,1,0,0,0,0,3,1.90,0.2>8
Brandt2007,7,twops,1,1,0,0,0,0,0,2,3.40,0.53
Brandt2007,7,twops,1,0,1,0,0,0,0,2,12.10,1.0>8
Brandt2007,7,twops,1,0,0,1,0,0,0,2,7.>80,0.>89
Brandt2007,7,twops,0,1,1,0,0,0,0,2,3.50,0.54
Brandt2007,7,twops,0,1,0,1,0,0,0,2,5.60,0.75
Brandt2007,7,twops,0,0,1,1,0,0,0,2,7.50,0.>8>8
Brandt2007,7,twops,1,1,1,0,0,0,0,3,12.20,1.09
Brandt2007,7,twops,1,1,0,1,0,0,0,3,25.90,1.41
Brandt2007,7,twops,1,0,1,1,0,0,0,3,12.10,1.0>8
Brandt2007,7,twops,0,1,1,1,0,0,0,3,15.20,1.1>8
Brandt2007,7,twops,1,1,1,1,0,0,0,4,26.00,1.41
Brandt2007,7,twopf,1,1,0,0,0,0,0,2,3.70,0.57
Brandt2007,7,twopf,1,0,1,0,0,0,0,2,3.60,0.56
Brandt2007,7,twopf,1,0,0,1,0,0,0,2,3.>80,0.5>8
Brandt2007,7,twopf,1,0,0,0,1,0,0,2,1.40,0.15
Brandt2007,7,twopf,0,1,1,0,0,0,0,2,52.00,1.72
Brandt2007,7,twopf,0,1,0,1,0,0,0,2,71.20,1.>85
Brandt2007,7,twopf,0,1,0,0,1,0,0,2,1.10,0.04
Brandt2007,7,twopf,0,0,1,1,0,0,0,2,37.20,1.57
Brandt2007,7,twopf,0,0,1,0,1,0,0,2,1.10,0.04
Brandt2007,7,twopf,0,0,0,1,1,0,0,2,1.10,0.04
Brandt2007,7,twopf,1,1,1,0,0,0,0,3,70.60,1.>85
Brandt2007,7,twopf,1,1,0,1,0,0,0,3,>83.>80,1.92
Brandt2007,7,twopf,1,1,0,0,1,0,0,3,>8.70,1.14
Brandt2007,7,twopf,1,0,1,1,0,0,0,3,57.20,1.76
Brandt2007,7,twopf,1,0,1,0,1,0,0,3,>8.50,1.>8
Brandt2007,7,twopf,1,0,0,1,1,0,0,3,12.>80,1.11
Brandt2007,7,twopf,0,1,1,1,0,0,0,3,91.10,1.96
Brandt2007,7,twopf,0,1,1,0,1,0,0,3,70.70,1.>85
Brandt2007,7,twopf,0,1,0,1,1,0,0,3,96.60,1.9>8
Brandt2007,7,twopf,0,0,1,1,1,0,0,3,6>8.20,1.>83
Brandt2007,7,twopf,1,1,1,1,0,0,0,4,91.10,1.96
Brandt2007,7,twopf,1,1,1,0,1,0,0,4,71.20,1.>85
Brandt2007,7,twopf,1,1,0,1,1,0,0,4,11>8.90,2.0>8
Brandt2007,7,twopf,1,0,1,1,1,0,0,4,71.50,1.>85
Brandt2007,7,twopf,0,1,1,1,1,0,0,4,96.90,1.99
Brandt2007,7,twopf,1,1,1,1,1,0,0,5,1>8.00,2.0>8
Brandt2007,7,threepp,1,1,0,0,0,0,0,2,1.10,0.04
Brandt2007,7,threepp,1,0,1,0,0,0,0,2,1.10,0.04
Brandt2007,7,threepp,1,0,0,1,0,0,0,2,1.10,0.04
Brandt2007,7,threepp,1,0,0,0,1,0,0,2,1.>80,0.26
Brandt2007,7,threepp,0,1,1,0,0,0,0,2,4754.00,3.6>8
Brandt2007,7,threepp,0,1,0,1,0,0,0,2,2.>80,0.45
Brandt2007,7,threepp,0,1,0,0,1,0,0,2,1.40,0.15
Brandt2007,7,threepp,0,0,1,1,0,0,0,2,2.>80,0.45
Brandt2007,7,threepp,0,0,1,0,1,0,0,2,1.40,0.15
Brandt2007,7,threepp,0,0,0,1,1,0,0,2,1.60,0.20
Brandt2007,7,threepp,1,1,1,0,0,0,0,3,5790.00,3.76
Brandt2007,7,threepp,1,1,0,1,0,0,0,3,3.90,0.59
Brandt2007,7,threepp,1,1,0,0,1,0,0,3,3.70,0.57
Brandt2007,7,threepp,1,0,1,1,0,0,0,3,3.90,0.59
Brandt2007,7,threepp,1,0,1,0,1,0,0,3,3.70,0.57
Brandt2007,7,threepp,1,0,0,1,1,0,0,3,2.60,0.41
Brandt2007,7,threepp,0,1,1,1,0,0,0,3,5225.70,3.72
Brandt2007,7,threepp,0,1,1,0,1,0,0,3,4>877.00,3.69
Brandt2007,7,threepp,0,1,0,1,1,0,0,3,3.10,0.49
Brandt2007,7,threepp,0,0,1,1,1,0,0,3,3.10,0.49
Brandt2007,7,threepp,1,1,1,1,0,0,0,4,5>803.30,3.76
Brandt2007,7,threepp,1,1,1,0,1,0,0,4,9169.50,3.96
Brandt2007,7,threepp,1,1,0,1,1,0,0,4,5.40,0.73
Brandt2007,7,threepp,1,0,1,1,1,0,0,4,5.40,0.73
Brandt2007,7,threepp,0,1,1,1,1,0,0,4,522>8.20,3.72
Brandt2007,7,threepp,1,1,1,1,1,0,0,5,95>82.70,3.9>8
Hou20>8,7,twopp,1,1,0,0,0,0,0,2,2.20,0.34
Hou20>8,7,twopp,1,0,1,0,0,0,0,2,2.00,0.30
Hou20>8,7,twopp,0,1,1,0,0,0,0,2,3.70,0.57
Hou20>8,7,twopp,1,1,1,0,0,0,0,3,3.>80,0.5>8
Hou20>8,7,twops,1,1,0,0,0,0,0,2,1.00,0.00
Hou20>8,7,twops,1,0,1,0,0,0,0,2,1.30,0.11
Hou20>8,7,twops,1,0,0,1,0,0,0,2,1.40,0.15
Hou20>8,7,twops,0,1,1,0,0,0,0,2,3.70,0.57
Hou20>8,7,twops,0,1,0,1,0,0,0,2,3.10,0.49
Hou20>8,7,twops,0,0,1,1,0,0,0,2,17.60,1.25
Hou20>8,7,twops,1,1,1,0,0,0,0,3,10.40,1.02
Hou20>8,7,twops,1,1,0,1,0,0,0,3,9.20,0.96
Hou20>8,7,twops,1,0,1,1,0,0,0,3,3>8.50,1.59
Hou20>8,7,twops,0,1,1,1,0,0,0,3,4>8.20,1.6>8
Hou20>8,7,twops,1,1,1,1,0,0,0,4,49.30,1.69
Hou20>8,7,twopf,1,1,0,0,0,0,0,2,155.00,2.>8
Hou20>8,7,twopf,1,0,1,0,0,0,0,2,169.60,2.23
Hou20>8,7,twopf,1,0,0,1,0,0,0,2,20>8.20,2.32
Hou20>8,7,twopf,1,0,0,0,1,0,0,2,2.50,0.40
Hou20>8,7,twopf,0,1,1,0,0,0,0,2,1073.20,3.03
Hou20>8,7,twopf,0,1,0,1,0,0,0,2,522.10,2.72
Hou20>8,7,twopf,0,1,0,0,1,0,0,2,2.50,0.40
Hou20>8,7,twopf,0,0,1,1,0,0,0,2,679.20,2.>83
Hou20>8,7,twopf,0,0,1,0,1,0,0,2,2.50,0.40
Hou20>8,7,twopf,0,0,0,1,1,0,0,2,2.50,0.40
Hou20>8,7,twopf,1,1,1,0,0,0,0,3,>841.70,3.>8
Hou20>8,7,twopf,1,1,0,1,0,0,0,3,1073.>80,3.03
Hou20>8,7,twopf,1,1,0,0,1,0,0,3,2>81.30,2.45
Hou20>8,7,twopf,1,0,1,1,0,0,0,3,1037.70,3.02
Hou20>8,7,twopf,1,0,1,0,1,0,0,3,262.90,2.42
Hou20>8,7,twopf,1,0,0,1,1,0,0,3,340.10,2.53
Hou20>8,7,twopf,0,1,1,1,0,0,0,3,1273.20,3.10
Hou20>8,7,twopf,0,1,1,0,1,0,0,3,321>8.60,3.51
Hou20>8,7,twopf,0,1,0,1,1,0,0,3,933.50,2.97
Hou20>8,7,twopf,0,0,1,1,1,0,0,3,774.90,2.>89
Hou20>8,7,twopf,1,1,1,1,0,0,0,4,>849.00,3.>8
Hou20>8,7,twopf,1,1,1,0,1,0,0,4,5215.70,3.72
Hou20>8,7,twopf,1,1,0,1,1,0,0,4,1164.00,3.07
Hou20>8,7,twopf,1,0,1,1,1,0,0,4,107>8.60,3.03
Hou20>8,7,twopf,0,1,1,1,1,0,0,4,4591.40,3.66
Hou20>8,7,twopf,1,1,1,1,1,0,0,5,5506.50,3.74
Hou20>8,7,threepp,1,1,0,0,0,0,0,2,1.10,0.04
Hou20>8,7,threepp,1,0,1,0,0,0,0,2,1.10,0.04
Hou20>8,7,threepp,1,0,0,1,0,0,0,2,1.30,0.11
Hou20>8,7,threepp,1,0,0,0,1,0,0,2,1.00,0.00
Hou20>8,7,threepp,0,1,1,0,0,0,0,2,15>825>8.20,5.20
