Entry,Model,X1,X2,X3,X4,N,Collinearity,Identifiable,Timepoints,log.col
Bucher2003,2pp,1,1,0,,2,1.3,TRUE,5,0.113943352
Bucher2003,2pp,1,0,1,,2,1.7,TRUE,5,0.230448921
Bucher2003,2pp,0,1,1,,2,4.5,TRUE,5,0.653212514
Bucher2003,2pp,1,1,1,,3,11.3,TRUE,5,1.053078443
Bucher2003,2ps,1,1,0,0,2,3.3,TRUE,5,0.51851394
Bucher2003,2ps,1,0,1,0,2,7.2,TRUE,5,0.857332496
Bucher2003,2ps,1,0,0,1,2,7.2,TRUE,5,0.857332496
Bucher2003,2ps,0,1,1,0,2,5.9,TRUE,5,0.770852012
Bucher2003,2ps,0,1,0,1,2,5.9,TRUE,5,0.770852012
Bucher2003,2ps,0,0,1,1,2,2821419.1,FALSE,5,6.450467602
Bucher2003,2ps,1,1,1,0,3,47.1,FALSE,5,1.673020907
Bucher2003,2ps,1,1,0,1,3,47.1,FALSE,5,1.673020907
Bucher2003,2ps,1,0,1,1,3,3957029.1,FALSE,5,6.597369244
Bucher2003,2ps,0,1,1,1,3,3628053,FALSE,5,6.559673623
Bucher2003,2ps,1,1,1,1,4,4187767.6,FALSE,5,6.621982573
Campos2017,2pp,1,1,0,,2,1.2,TRUE,5,0.079181246
Campos2017,2pp,1,0,1,,2,1.7,TRUE,5,0.230448921
Campos2017,2pp,0,1,1,,2,3.4,TRUE,5,0.531478917
Campos2017,2pp,1,1,1,,3,8.8,TRUE,5,0.944482672
Campos2017,2ps,1,1,0,0,2,2.5,TRUE,5,0.397940009
Campos2017,2ps,1,0,1,0,2,5.6,TRUE,5,0.748188027
Campos2017,2ps,1,0,0,1,2,5.6,TRUE,5,0.748188027
Campos2017,2ps,0,1,1,0,2,4.5,TRUE,5,0.653212514
Campos2017,2ps,0,1,0,1,2,4.5,TRUE,5,0.653212514
Campos2017,2ps,0,0,1,1,2,17777572.4,FALSE,5,7.249872456
Campos2017,2ps,1,1,1,0,3,41,FALSE,5,1.612783857
Campos2017,2ps,1,1,0,1,3,41,FALSE,5,1.612783857
Campos2017,2ps,1,0,1,1,3,17487992,FALSE,5,7.242739946
Campos2017,2ps,0,1,1,1,3,17992281.8,FALSE,5,7.255086245
Campos2017,2ps,1,1,1,1,4,18156657.2,FALSE,5,7.259035894
Canessa2021,2pp,1,1,0,,2,1.1,TRUE,6,0.041392685
Canessa2021,2pp,1,0,1,,2,1.5,TRUE,6,0.176091259
Canessa2021,2pp,0,1,1,,2,2.8,TRUE,6,0.447158031
Canessa2021,2pp,1,1,1,,3,4.3,TRUE,6,0.633468456
Canessa2021,2ps,1,1,0,0,2,2.1,TRUE,6,0.322219295
Canessa2021,2ps,1,0,1,0,2,5.6,TRUE,6,0.748188027
Canessa2021,2ps,1,0,0,1,2,5.6,TRUE,6,0.748188027
Canessa2021,2ps,0,1,1,0,2,3.1,TRUE,6,0.491361694
Canessa2021,2ps,0,1,0,1,2,3.1,TRUE,6,0.491361694
Canessa2021,2ps,0,0,1,1,2,215262,FALSE,6,5.332967371
Canessa2021,2ps,1,1,1,0,3,14.9,TRUE,6,1.173186268
Canessa2021,2ps,1,1,0,1,3,14.9,TRUE,6,1.173186268
Canessa2021,2ps,1,0,1,1,3,503678.6,FALSE,6,5.702153499
Canessa2021,2ps,0,1,1,1,3,272924.6,FALSE,6,5.436042682
Canessa2021,2ps,1,1,1,1,4,924178.8,FALSE,6,5.965756002
Castle2019,2pp,1,1,0,,2,1.2,TRUE,5,0.079181246
Castle2019,2pp,1,0,1,,2,1.7,TRUE,5,0.230448921
Castle2019,2pp,0,1,1,,2,3.1,TRUE,5,0.491361694
Castle2019,2pp,1,1,1,,3,17.2,TRUE,5,1.235528447
Castle2019,2ps,1,1,0,0,2,2.2,TRUE,5,0.342422681
Castle2019,2ps,1,0,1,0,2,4.5,TRUE,5,0.653212514
Castle2019,2ps,1,0,0,1,2,4.5,TRUE,5,0.653212514
Castle2019,2ps,0,1,1,0,2,4.2,TRUE,5,0.62324929
Castle2019,2ps,0,1,0,1,2,4.2,TRUE,5,0.62324929
Castle2019,2ps,0,0,1,1,2,2585896.2,FALSE,5,6.412611088
Castle2019,2ps,1,1,1,0,3,84.7,FALSE,5,1.92788341
Castle2019,2ps,1,1,0,1,3,84.7,FALSE,5,1.92788341
Castle2019,2ps,1,0,1,1,3,12677439,FALSE,5,7.10303153
Castle2019,2ps,0,1,1,1,3,16073269.5,FALSE,5,7.206104227
Castle2019,2ps,1,1,1,1,4,17225784.3,FALSE,5,7.236179005
Catenazzi2007,2pp,1,1,0,,2,43,FALSE,4,1.633468456
Catenazzi2007,2pp,1,0,1,,2,84,FALSE,4,1.924279286
Catenazzi2007,2pp,0,1,1,,2,90,FALSE,4,1.954242509
Catenazzi2007,2pp,1,1,1,,3,34429,FALSE,4,4.536924409
Catenazzi2007,2ps,1,1,0,0,2,99,FALSE,4,1.995635195
Catenazzi2007,2ps,1,0,1,0,2,255,FALSE,4,2.40654018
Catenazzi2007,2ps,1,0,0,1,2,255,FALSE,4,2.40654018
Catenazzi2007,2ps,0,1,1,0,2,161,FALSE,4,2.206825876
Catenazzi2007,2ps,0,1,0,1,2,161,FALSE,4,2.206825876
Catenazzi2007,2ps,0,0,1,1,2,536764,FALSE,4,5.729783381
Catenazzi2007,2ps,1,1,1,0,3,164134,FALSE,4,5.215198554
Catenazzi2007,2ps,1,1,0,1,3,153522,FALSE,4,5.18617062
Catenazzi2007,2ps,1,0,1,1,3,2697858,FALSE,4,6.431019087
Catenazzi2007,2ps,0,1,1,1,3,2733592,FALSE,4,6.436733695
Catenazzi2007,2ps,1,1,1,1,4,Inf,FALSE,4,#?VALOR!
CepedaPizarro1990,2pp,1,1,0,,2,1.1,TRUE,15,0.041392685
CepedaPizarro1990,2pp,1,0,1,,2,1.4,TRUE,15,0.146128036
CepedaPizarro1990,2pp,0,1,1,,2,4.2,TRUE,15,0.62324929
CepedaPizarro1990,2pp,1,1,1,,3,7.8,TRUE,15,0.892094603
CepedaPizarro1990,2ps,1,1,0,0,2,2.8,TRUE,15,0.447158031
CepedaPizarro1990,2ps,1,0,1,0,2,5.8,TRUE,15,0.763427994
CepedaPizarro1990,2ps,1,0,0,1,2,5.8,TRUE,15,0.763427994
CepedaPizarro1990,2ps,0,1,1,0,2,5.3,TRUE,15,0.72427587
CepedaPizarro1990,2ps,0,1,0,1,2,5.3,TRUE,15,0.72427587
CepedaPizarro1990,2ps,0,0,1,1,2,44999.8,FALSE,15,4.653210584
CepedaPizarro1990,2ps,1,1,1,0,3,26.4,FALSE,15,1.421603927
CepedaPizarro1990,2ps,1,1,0,1,3,26.4,FALSE,15,1.421603927
CepedaPizarro1990,2ps,1,0,1,1,3,68135.9,FALSE,15,4.833375997
CepedaPizarro1990,2ps,0,1,1,1,3,55188.5,FALSE,15,4.74184859
CepedaPizarro1990,2ps,1,1,1,1,4,80183.8,FALSE,15,4.904086634
Chen2018,2pp,1,1,0,,2,1.3,TRUE,6,0.113943352
Chen2018,2pp,1,0,1,,2,1.8,TRUE,6,0.255272505
Chen2018,2pp,0,1,1,,2,4.1,TRUE,6,0.612783857
Chen2018,2pp,1,1,1,,3,10.3,TRUE,6,1.012837225
Chen2018,2ps,1,1,0,0,2,3.1,TRUE,6,0.491361694
Chen2018,2ps,1,0,1,0,2,6.8,TRUE,6,0.832508913
Chen2018,2ps,1,0,0,1,2,6.8,TRUE,6,0.832508913
Chen2018,2ps,0,1,1,0,2,5.4,TRUE,6,0.73239376
Chen2018,2ps,0,1,0,1,2,5.4,TRUE,6,0.73239376
Chen2018,2ps,0,0,1,1,2,2581110.2,FALSE,6,6.411806547
Chen2018,2ps,1,1,1,0,3,43.3,FALSE,6,1.636487896
Chen2018,2ps,1,1,0,1,3,43.3,FALSE,6,1.636487896
Chen2018,2ps,1,0,1,1,3,3601865.6,FALSE,6,6.556527504
Chen2018,2ps,0,1,1,1,3,3449267.2,FALSE,6,6.537726839
Chen2018,2ps,1,1,1,1,4,3603292.6,FALSE,6,6.55669953
Chuan2018,2pp,1,1,0,,2,1.1,TRUE,6,0.041392685
Chuan2018,2pp,1,0,1,,2,1.5,TRUE,6,0.176091259
Chuan2018,2pp,0,1,1,,2,3.2,TRUE,6,0.505149978
Chuan2018,2pp,1,1,1,,3,6.1,TRUE,6,0.785329835
Chuan2018,2ps,1,1,0,0,2,2.3,TRUE,6,0.361727836
Chuan2018,2ps,1,0,1,0,2,5,TRUE,6,0.698970004
Chuan2018,2ps,1,0,0,1,2,5,TRUE,6,0.698970004
Chuan2018,2ps,0,1,1,0,2,4,TRUE,6,0.602059991
Chuan2018,2ps,0,1,0,1,2,4,TRUE,6,0.602059991
Chuan2018,2ps,0,0,1,1,2,59275.4,FALSE,6,4.772874493
Chuan2018,2ps,1,1,1,0,3,20.6,FALSE,6,1.31386722
Chuan2018,2ps,1,1,0,1,3,20.6,FALSE,6,1.31386722
Chuan2018,2ps,1,0,1,1,3,94708,FALSE,6,4.976386665
Chuan2018,2ps,0,1,1,1,3,73969.5,FALSE,6,4.869052683
Chuan2018,2ps,1,1,1,1,4,114408.4,FALSE,6,5.058457912
Classen2007,2pp,1,1,0,,2,1.3,TRUE,3,0.113943352
Classen2007,2pp,1,0,1,,2,1.9,TRUE,3,0.278753601
Classen2007,2pp,0,1,1,,2,4.4,TRUE,3,0.643452676
Classen2007,2pp,1,1,1,,3,208751229.6,FALSE,3,8.319629042
Classen2007,2ps,1,1,0,0,2,3.4,TRUE,3,0.531478917
Classen2007,2ps,1,0,1,0,2,11.7,TRUE,3,1.068185862
Classen2007,2ps,1,0,0,1,2,11.7,TRUE,3,1.068185862
Classen2007,2ps,0,1,1,0,2,4.7,TRUE,3,0.672097858
Classen2007,2ps,0,1,0,1,2,4.7,TRUE,3,0.672097858
Classen2007,2ps,0,0,1,1,2,2993724.7,FALSE,3,6.476211861
Classen2007,2ps,1,1,1,0,3,Inf,FALSE,3,#?VALOR!
Classen2007,2ps,1,1,0,1,3,Inf,FALSE,3,#?VALOR!
Classen2007,2ps,1,0,1,1,3,Inf,FALSE,3,#?VALOR!
Classen2007,2ps,0,1,1,1,3,142283704.3,FALSE,3,8.153155163
Classen2007,2ps,1,1,1,1,4,Inf,FALSE,3,#?VALOR!
Connin2001,2pp,1,1,0,,2,1.1,TRUE,6,0.041392685
Connin2001,2pp,1,0,1,,2,1.1,TRUE,6,0.041392685
Connin2001,2pp,0,1,1,,2,3.3,TRUE,6,0.51851394
Connin2001,2pp,1,1,1,,3,6.7,TRUE,6,0.826074803
Connin2001,2ps,1,1,0,0,2,2.8,TRUE,6,0.447158031
Connin2001,2ps,1,0,1,0,2,12.7,TRUE,6,1.103803721
Connin2001,2ps,1,0,0,1,2,12.7,TRUE,6,1.103803721
Connin2001,2ps,0,1,1,0,2,3.3,TRUE,6,0.51851394
Connin2001,2ps,0,1,0,1,2,3.3,TRUE,6,0.51851394
Connin2001,2ps,0,0,1,1,2,2597978.8,FALSE,6,6.414635603
Connin2001,2ps,1,1,1,0,3,20.8,FALSE,6,1.318063335
Connin2001,2ps,1,1,0,1,3,20.8,FALSE,6,1.318063335
Connin2001,2ps,1,0,1,1,3,2933073.9,FALSE,6,6.467323005
Connin2001,2ps,0,1,1,1,3,4509523.2,FALSE,6,6.654130626
Connin2001,2ps,1,1,1,1,4,4838146.1,FALSE,6,6.684678979
Correa2016,2pp,1,1,0,,2,1.7,TRUE,3,0.230448921
Correa2016,2pp,1,0,1,,2,2.4,TRUE,3,0.380211242
Correa2016,2pp,0,1,1,,2,5.7,TRUE,3,0.755874856
Correa2016,2pp,1,1,1,,3,112244733.1,FALSE,3,8.050165972
Correa2016,2ps,1,1,0,0,2,4.5,TRUE,3,0.653212514
Correa2016,2ps,1,0,1,0,2,10.1,TRUE,3,1.004321374
Correa2016,2ps,1,0,0,1,2,10.1,TRUE,3,1.004321374
Correa2016,2ps,0,1,1,0,2,8.2,TRUE,3,0.913813852
Correa2016,2ps,0,1,0,1,2,8.2,TRUE,3,0.913813852
Correa2016,2ps,0,0,1,1,2,3820782.4,FALSE,3,6.582152305
Correa2016,2ps,1,1,1,0,3,129914670.4,FALSE,3,8.113658196
Correa2016,2ps,1,1,0,1,3,Inf,FALSE,3,#?VALOR!
Correa2016,2ps,1,0,1,1,3,142998026.2,FALSE,3,8.155330043
Correa2016,2ps,0,1,1,1,3,Inf,FALSE,3,#?VALOR!
Correa2016,2ps,1,1,1,1,4,Inf,FALSE,3,#?VALOR!
DaSilva2018,2pp,1,1,0,,2,2.2,TRUE,7,0.342422681
DaSilva2018,2pp,1,0,1,,2,3.2,TRUE,7,0.505149978
DaSilva2018,2pp,0,1,1,,2,6.8,TRUE,7,0.832508913
DaSilva2018,2pp,1,1,1,,3,38.3,FALSE,7,1.583198774
DaSilva2018,2ps,1,1,0,0,2,5.8,TRUE,7,0.763427994
DaSilva2018,2ps,1,0,1,0,2,13,TRUE,7,1.113943352
DaSilva2018,2ps,1,0,0,1,2,13,TRUE,7,1.113943352
DaSilva2018,2ps,0,1,1,0,2,10.2,TRUE,7,1.008600172
DaSilva2018,2ps,0,1,0,1,2,10.2,TRUE,7,1.008600172
DaSilva2018,2ps,0,0,1,1,2,5087509.9,FALSE,7,6.706505267
DaSilva2018,2ps,1,1,1,0,3,179.3,FALSE,7,2.25358029
DaSilva2018,2ps,1,1,0,1,3,179.4,FALSE,7,2.253822439
DaSilva2018,2ps,1,0,1,1,3,5692183.6,FALSE,7,6.7552789
DaSilva2018,2ps,0,1,1,1,3,5529825.4,FALSE,7,6.742711419
DaSilva2018,2ps,1,1,1,1,4,6679484.7,FALSE,7,6.824742959
Daudu2008,2pp,1,1,0,,2,2.9,TRUE,7,0.462397998
Daudu2008,2pp,1,0,1,,2,4.5,TRUE,7,0.653212514
Daudu2008,2pp,0,1,1,,2,7.8,TRUE,7,0.892094603
Daudu2008,2pp,1,1,1,,3,70.3,FALSE,7,1.846955325
Daudu2008,2ps,1,1,0,0,2,7.1,TRUE,7,0.851258349
Daudu2008,2ps,1,0,1,0,2,16.7,TRUE,7,1.222716471
Daudu2008,2ps,1,0,0,1,2,16.7,TRUE,7,1.222716471
Daudu2008,2ps,0,1,1,0,2,12.2,TRUE,7,1.086359831
Daudu2008,2ps,0,1,0,1,2,12.2,TRUE,7,1.086359831
Daudu2008,2ps,0,0,1,1,2,2506226.5,FALSE,7,6.399020318
Daudu2008,2ps,1,1,1,0,3,336.3,FALSE,7,2.526726867
Daudu2008,2ps,1,1,0,1,3,336.3,FALSE,7,2.526726867
Daudu2008,2ps,1,0,1,1,3,3565088.1,FALSE,7,6.552070267
Daudu2008,2ps,0,1,1,1,3,3754249.9,FALSE,7,6.574523178
Daudu2008,2ps,1,1,1,1,4,4918808.2,FALSE,7,6.691859888
Davies2013,2pp,1,1,0,,2,4.3,TRUE,4,0.633468456
Davies2013,2pp,1,0,1,,2,6.8,TRUE,4,0.832508913
Davies2013,2pp,0,1,1,,2,11.4,TRUE,4,1.056904851
Davies2013,2pp,1,1,1,,3,153.5,FALSE,4,2.18610838
Davies2013,2ps,1,1,0,0,2,11,TRUE,4,1.041392685
Davies2013,2ps,1,0,1,0,2,25,FALSE,4,1.397940009
Davies2013,2ps,1,0,0,1,2,25,FALSE,4,1.397940009
Davies2013,2ps,0,1,1,0,2,18,TRUE,4,1.255272505
Davies2013,2ps,0,1,0,1,2,18,TRUE,4,1.255272505
Davies2013,2ps,0,0,1,1,2,5874550,FALSE,4,6.768974605
Davies2013,2ps,1,1,1,0,3,744,FALSE,4,2.871572936
Davies2013,2ps,1,1,0,1,3,744,FALSE,4,2.871572936
Davies2013,2ps,1,0,1,1,3,21841359,FALSE,4,7.339279657
Davies2013,2ps,0,1,1,1,3,19414043,FALSE,4,7.288115987
Davies2013,2ps,1,1,1,1,4,Inf,FALSE,4,#?VALOR!
Day2015,2pp,1,1,0,,2,1.2,TRUE,5,0.079181246
Day2015,2pp,1,0,1,,2,1.6,TRUE,5,0.204119983
Day2015,2pp,0,1,1,,2,3.9,TRUE,5,0.591064607
Day2015,2pp,1,1,1,,3,8.9,TRUE,5,0.949390007
Day2015,2ps,1,1,0,0,2,2.8,TRUE,5,0.447158031
Day2015,2ps,1,0,1,0,2,6.3,TRUE,5,0.799340549
Day2015,2ps,1,0,0,1,2,6.3,TRUE,5,0.799340549
Day2015,2ps,0,1,1,0,2,5,TRUE,5,0.698970004
Day2015,2ps,0,1,0,1,2,5,TRUE,5,0.698970004
Day2015,2ps,0,0,1,1,2,4454171.7,FALSE,5,6.648766954
Day2015,2ps,1,1,1,0,3,34.8,FALSE,5,1.541579244
Day2015,2ps,1,1,0,1,3,34.8,FALSE,5,1.541579244
Day2015,2ps,1,0,1,1,3,7039851.6,FALSE,5,6.847563504
Day2015,2ps,0,1,1,1,3,6312383.9,FALSE,5,6.800193403
Day2015,2ps,1,1,1,1,4,7193397,FALSE,5,6.856934029
Day2018,2pp,1,1,0,,2,1.1,TRUE,8,0.041392685
Day2018,2pp,1,0,1,,2,1.4,TRUE,8,0.146128036
Day2018,2pp,0,1,1,,2,2.5,TRUE,8,0.397940009
Day2018,2pp,1,1,1,,3,3.7,TRUE,8,0.568201724
Day2018,2ps,1,1,0,0,2,1.9,TRUE,8,0.278753601
Day2018,2ps,1,0,1,0,2,4.9,TRUE,8,0.69019608
Day2018,2ps,1,0,0,1,2,4.9,TRUE,8,0.69019608
Day2018,2ps,0,1,1,0,2,2.8,TRUE,8,0.447158031
Day2018,2ps,0,1,0,1,2,2.8,TRUE,8,0.447158031
Day2018,2ps,0,0,1,1,2,349584.6,FALSE,8,5.543552293
Day2018,2ps,1,1,1,0,3,10,TRUE,8,1
Day2018,2ps,1,1,0,1,3,10,TRUE,8,1
Day2018,2ps,1,0,1,1,3,746839.6,FALSE,8,5.873227338
Day2018,2ps,0,1,1,1,3,418272,FALSE,8,5.621458793
Day2018,2ps,1,1,1,1,4,855327.6,FALSE,8,5.932132486
DeAraujoGomes2004,2pp,1,1,0,,2,4.1,TRUE,7,0.612783857
DeAraujoGomes2004,2pp,1,0,1,,2,6.8,TRUE,7,0.832508913
DeAraujoGomes2004,2pp,0,1,1,,2,10.2,TRUE,7,1.008600172
DeAraujoGomes2004,2pp,1,1,1,,3,137.9,FALSE,7,2.139564266
DeAraujoGomes2004,2ps,1,1,0,0,2,9.8,TRUE,7,0.991226076
DeAraujoGomes2004,2ps,1,0,1,0,2,23.9,FALSE,7,1.378397901
DeAraujoGomes2004,2ps,1,0,0,1,2,23.9,FALSE,7,1.378397901
DeAraujoGomes2004,2ps,0,1,1,0,2,16.6,TRUE,7,1.220108088
DeAraujoGomes2004,2ps,0,1,0,1,2,16.6,TRUE,7,1.220108088
DeAraujoGomes2004,2ps,0,0,1,1,2,3982178.4,FALSE,7,6.600120712
DeAraujoGomes2004,2ps,1,1,1,0,3,658.5,FALSE,7,2.818555779
DeAraujoGomes2004,2ps,1,1,0,1,3,658.5,FALSE,7,2.818555779
DeAraujoGomes2004,2ps,1,0,1,1,3,3988364.2,FALSE,7,6.600794809
DeAraujoGomes2004,2ps,0,1,1,1,3,3999706.7,FALSE,7,6.602028146
DeAraujoGomes2004,2ps,1,1,1,1,4,4193994.1,FALSE,7,6.622627815
delCid2019,2pp,1,1,0,,2,4.3,TRUE,4,0.633468456
delCid2019,2pp,1,0,1,,2,6.8,TRUE,4,0.832508913
delCid2019,2pp,0,1,1,,2,11.4,TRUE,4,1.056904851
delCid2019,2pp,1,1,1,,3,153.5,FALSE,4,2.18610838
delCid2019,2ps,1,1,0,0,2,11,TRUE,4,1.041392685
delCid2019,2ps,1,0,1,0,2,25,FALSE,4,1.397940009
delCid2019,2ps,1,0,0,1,2,25,FALSE,4,1.397940009
delCid2019,2ps,0,1,1,0,2,18,TRUE,4,1.255272505
delCid2019,2ps,0,1,0,1,2,18,TRUE,4,1.255272505
delCid2019,2ps,0,0,1,1,2,2385740,FALSE,4,6.377623112
delCid2019,2ps,1,1,1,0,3,744,FALSE,4,2.871572936
delCid2019,2ps,1,1,0,1,3,745,FALSE,4,2.872156273
delCid2019,2ps,1,0,1,1,3,8592501,FALSE,4,6.934119591
delCid2019,2ps,0,1,1,1,3,10607407,FALSE,4,7.025609233
delCid2019,2ps,1,1,1,1,4,Inf,FALSE,4,#?VALOR!
Deshmukh1985,2pp,1,1,0,,2,1.2,TRUE,12,0.079181246
Deshmukh1985,2pp,1,0,1,,2,1.6,TRUE,12,0.204119983
Deshmukh1985,2pp,0,1,1,,2,2.9,TRUE,12,0.462397998
Deshmukh1985,2pp,1,1,1,,3,4.9,TRUE,12,0.69019608
Deshmukh1985,2ps,1,1,0,0,2,2.2,TRUE,12,0.342422681
Deshmukh1985,2ps,1,0,1,0,2,5.6,TRUE,12,0.748188027
Deshmukh1985,2ps,1,0,0,1,2,5.6,TRUE,12,0.748188027
Deshmukh1985,2ps,0,1,1,0,2,3.4,TRUE,12,0.531478917
Deshmukh1985,2ps,0,1,0,1,2,3.4,TRUE,12,0.531478917
Deshmukh1985,2ps,0,0,1,1,2,169196.2,FALSE,12,5.228390605
Deshmukh1985,2ps,1,1,1,0,3,17.7,TRUE,12,1.247973266
Deshmukh1985,2ps,1,1,0,1,3,17.7,TRUE,12,1.247973266
Deshmukh1985,2ps,1,0,1,1,3,341874.5,FALSE,12,5.533866709
Deshmukh1985,2ps,0,1,1,1,3,221373,FALSE,12,5.345124651
Deshmukh1985,2ps,1,1,1,1,4,458547.7,FALSE,12,5.661384519
DiedhiouSall2013,2pp,1,1,0,,2,1.6,TRUE,6,0.204119983
DiedhiouSall2013,2pp,1,0,1,,2,2.3,TRUE,6,0.361727836
DiedhiouSall2013,2pp,0,1,1,,2,5,TRUE,6,0.698970004
DiedhiouSall2013,2pp,1,1,1,,3,21.1,FALSE,6,1.324282455
DiedhiouSall2013,2ps,1,1,0,0,2,4,TRUE,6,0.602059991
DiedhiouSall2013,2ps,1,0,1,0,2,8.8,TRUE,6,0.944482672
DiedhiouSall2013,2ps,1,0,0,1,2,8.8,TRUE,6,0.944482672
DiedhiouSall2013,2ps,0,1,1,0,2,7.1,TRUE,6,0.851258349
DiedhiouSall2013,2ps,0,1,0,1,2,7.1,TRUE,6,0.851258349
DiedhiouSall2013,2ps,0,0,1,1,2,7184510.3,FALSE,6,6.856397172
DiedhiouSall2013,2ps,1,1,1,0,3,100.4,FALSE,6,2.001733713
DiedhiouSall2013,2ps,1,1,0,1,3,100.4,FALSE,6,2.001733713
DiedhiouSall2013,2ps,1,0,1,1,3,7534640.2,FALSE,6,6.877062518
DiedhiouSall2013,2ps,0,1,1,1,3,7852264.5,FALSE,6,6.89499492
DiedhiouSall2013,2ps,1,1,1,1,4,12033981.8,FALSE,6,7.08040935
Dipman2019,2pp,1,1,0,,2,1.9,TRUE,4,0.278753601
Dipman2019,2pp,1,0,1,,2,2.5,TRUE,4,0.397940009
Dipman2019,2pp,0,1,1,,2,6.4,TRUE,4,0.806179974
Dipman2019,2pp,1,1,1,,3,31.2,FALSE,4,1.494154594
Dipman2019,2ps,1,1,0,0,2,5.1,TRUE,4,0.707570176
Dipman2019,2ps,1,0,1,0,2,11.4,TRUE,4,1.056904851
Dipman2019,2ps,1,0,0,1,2,11.4,TRUE,4,1.056904851
Dipman2019,2ps,0,1,1,0,2,9.3,TRUE,4,0.968482949
Dipman2019,2ps,0,1,0,1,2,9.3,TRUE,4,0.968482949
Dipman2019,2ps,0,0,1,1,2,8681823.1,FALSE,4,6.938610932
Dipman2019,2ps,1,1,1,0,3,145.4,FALSE,4,2.162564407
Dipman2019,2ps,1,1,0,1,3,145.4,FALSE,4,2.162564407
Dipman2019,2ps,1,0,1,1,3,17713120.7,FALSE,4,7.248295082
Dipman2019,2ps,0,1,1,1,3,22583650.5,FALSE,4,7.353794144
Dipman2019,2ps,1,1,1,1,4,Inf,FALSE,4,#?VALOR!
Dominguez2010,2pp,1,1,0,,2,3,TRUE,3,0.477121255
Dominguez2010,2pp,1,0,1,,2,4.5,TRUE,3,0.653212514
Dominguez2010,2pp,0,1,1,,2,9,TRUE,3,0.954242509
Dominguez2010,2pp,1,1,1,,3,167386350.8,FALSE,3,8.223720041
Dominguez2010,2ps,1,1,0,0,2,7.9,TRUE,3,0.897627091
Dominguez2010,2ps,1,0,1,0,2,18.3,TRUE,3,1.26245109
Dominguez2010,2ps,1,0,0,1,2,18.3,TRUE,3,1.26245109
Dominguez2010,2ps,0,1,1,0,2,13.9,TRUE,3,1.1430148
Dominguez2010,2ps,0,1,0,1,2,13.9,TRUE,3,1.1430148
Dominguez2010,2ps,0,0,1,1,2,8438196.3,FALSE,3,6.926249624
Dominguez2010,2ps,1,1,1,0,3,Inf,FALSE,3,#?VALOR!
Dominguez2010,2ps,1,1,0,1,3,Inf,FALSE,3,#?VALOR!
Dominguez2010,2ps,1,0,1,1,3,Inf,FALSE,3,#?VALOR!
Dominguez2010,2ps,0,1,1,1,3,Inf,FALSE,3,#?VALOR!
Dominguez2010,2ps,1,1,1,1,4,Inf,FALSE,3,#?VALOR!
dosSantos2019,2pp,1,1,0,,2,4.3,TRUE,4,0.633468456
dosSantos2019,2pp,1,0,1,,2,6.8,TRUE,4,0.832508913
dosSantos2019,2pp,0,1,1,,2,11.4,TRUE,4,1.056904851
dosSantos2019,2pp,1,1,1,,3,153.5,FALSE,4,2.18610838
dosSantos2019,2ps,1,1,0,0,2,11,TRUE,4,1.041392685
dosSantos2019,2ps,1,0,1,0,2,25,FALSE,4,1.397940009
dosSantos2019,2ps,1,0,0,1,2,25,FALSE,4,1.397940009
dosSantos2019,2ps,0,1,1,0,2,18,TRUE,4,1.255272505
dosSantos2019,2ps,0,1,0,1,2,18,TRUE,4,1.255272505
dosSantos2019,2ps,0,0,1,1,2,2385740,FALSE,4,6.377623112
dosSantos2019,2ps,1,1,1,0,3,744,FALSE,4,2.871572936
dosSantos2019,2ps,1,1,0,1,3,745,FALSE,4,2.872156273
dosSantos2019,2ps,1,0,1,1,3,8592501,FALSE,4,6.934119591
dosSantos2019,2ps,0,1,1,1,3,10607407,FALSE,4,7.025609233
dosSantos2019,2ps,1,1,1,1,4,Inf,FALSE,4,#?VALOR!
Eldridge2021,2pp,1,1,0,,2,1.2,TRUE,6,0.079181246
Eldridge2021,2pp,1,0,1,,2,1.7,TRUE,6,0.230448921
Eldridge2021,2pp,0,1,1,,2,3.8,TRUE,6,0.579783597
Eldridge2021,2pp,1,1,1,,3,8.3,TRUE,6,0.919078092
Eldridge2021,2ps,1,1,0,0,2,2.7,TRUE,6,0.431363764
Eldridge2021,2ps,1,0,1,0,2,6.6,TRUE,6,0.819543936
Eldridge2021,2ps,1,0,0,1,2,6.6,TRUE,6,0.819543936
Eldridge2021,2ps,0,1,1,0,2,4.5,TRUE,6,0.653212514
Eldridge2021,2ps,0,1,0,1,2,4.5,TRUE,6,0.653212514
Eldridge2021,2ps,0,0,1,1,2,222409.3,FALSE,6,5.347152943
Eldridge2021,2ps,1,1,1,0,3,30.9,FALSE,6,1.489958479
Eldridge2021,2ps,1,1,0,1,3,30.9,FALSE,6,1.489958479
Eldridge2021,2ps,1,0,1,1,3,985086.5,FALSE,6,5.993474367
Eldridge2021,2ps,0,1,1,1,3,457029.6,FALSE,6,5.659944329
Eldridge2021,2ps,1,1,1,1,4,1548404.9,FALSE,6,6.189884537
Elkins1982a,2pp,1,1,0,,2,1.3,TRUE,5,0.113943352
Elkins1982a,2pp,1,0,1,,2,1.7,TRUE,5,0.230448921
Elkins1982a,2pp,0,1,1,,2,3.6,TRUE,5,0.556302501
Elkins1982a,2pp,1,1,1,,3,9,TRUE,5,0.954242509
Elkins1982a,2ps,1,1,0,0,2,2.7,TRUE,5,0.431363764
