species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Stipa baicalensis, graminoid, no, leaves, 12
Achnatherum avenoides, graminoid, no, leaves, 12
Lespedeza davurica, forb, yes, leaves, 12
Agropyron cristatum, graminoid, no, leaves, 12
