species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Bouteloua curtipendula,graminoid,no,aboveground parts,1,,,131.4
Rhus trilobata,deciduous,no,leaves,1,,,46.0
