species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Quercus mongolica,deciduous,no,leaves,2,43.1,0.53,81.3,,,,,,,,,,,,24.62,
Robinia pseudoacacia,deciduous,yes,leaves,2,42.7,1.23,34.7,,,,,,,,,,,,27.05,
