species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Ceriops tagal, evergreen, no, cut leaves, , , 2.3
Rhizophora mucronata, evergreen, no, cut leaves, , , 2.7
