species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Leucaena leucocephala, evergreen, yes, leaves, 10, 64.491, 2.592, 24.881 ,0.112, 0.298, 0.116, 0.638, 0.0034, 0.0018, 0.2080, 0.0024,
Cymbopogon citratus, graminoid, no, aboveground parts, 10, 59.192, 1.114, 53.135, 0.069, 1.004, 0.142, 0.176, 0.0008, 0.0014, 0.0584, 0.0040, 
