species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
mixture, deciduous,, aboveground parts, 10, 43.239, 0.504, 85.792, 0.242, 0.846,, 0.641,,,,, 3.793
