species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Populus x xiaozhuanica,deciduous,no,leaves,5,42.853,0.533,80.4,0.041,,,,,,,,,,,36.035
Pinus sylvestris,deciduous,no,leaves,5,50.952,0.36,141.40,0.03,,,,,,,,,,,48.162
