species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Crotalaria juncea,forb,yes,aboveground parts,20,44,2.5,17.6
Mucuna pruriens,deciduous,yes,aboveground parts,56,43.2,2.2,19.63
Calopogonium mucunoides,forb,yes,aboveground parts,34,40,2.1,19.05
Crotalaria retusa,forb,yes,aboveground parts,28,42.5,2.1,20.24
