species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Larrea tridentata, evergreen, yes, leaves, 2,,,,,,,,,,,,,,, 6.37
Lycium pallidum, deciduous, no, leaves, 2,
Ambrosia dumosa, deciduous, no, leaves, 2,
