species,type,N-fixer,material,amount,carbon,nitrogen,C:N,phosphorus,potassium,sodium,magnesium,manganese,copper,zinc,lead,calcium,sulfur,iron,lignin,cellulose,hemicellulose,cell solubles,SLA
Leucaena leucocephala1,evergreen,yes,leaves,10
Acacia nilotica1,evergreen,yes,leaves,10
Eucalyptus tereticornis1,evergreen,no,leaves,10
Leucaena leucocephala2,evergreen,yes,shoots,10
Acacia nilotica2,evergreen,yes,shoots,10
Eucalyptus tereticornis2,evergreen,no,shoots,10
