species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Hammada scoparia, evergreen, no, leaves, 10, 49.93, 2.99, 16.7,,,,,,,,,,,, 10
Salsola inermis, forb, no, leaves, 10, 49.95, 1.35, 37,,,,,,,,,,,, 11
Stipa capensis, graminoid, no, leaves, 10,,, 37
