species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Andropogon, graminoid, no, aboveground parts, 100, 49, 0.32, 153, 0.03, 0.24,,,,,,,,,, 0.13
Zea mays, graminoid, no, aboveground parts, 100, 45, 0.77, 59, 0.18, 1.2,,,,,,,,,, 0.16
