species, type, N-fixer, material, amount, carbon, nitrogen, C:N, phosphorus, potassium, sodium, magnesium, manganese, copper, zinc, lead, calcium, sulfur, iron, lignin, cellulose, hemicellulose, cell solubles, SLA
Erianthemum ngamicum, evergreen, no, leaves, 25,, 2.41,, 0.07,
Plicosepalus kalachariensis, evergreen, no, leaves, 25,, 1.54,, 0.08,
Viscum verrucosum, evergreen, no, stems, 25,, 1.81,, 0.08,
Acacia karroo, evergreen, yes, leaves, 25,, 1.35,, 0.07,
